url,title,author,journal,number,cites,year,authorid,cid,pubid,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
"https://scholar.google.lu/scholar?cites=7043208300082162126&as_sdt=2005&sciodt=0,5&hl=de",Understanding movement and interaction: an ontology for Kinect-based 3D depth sensors,"ND Rodríguez, R Wikström, J Lilius, MP Cuéllar, MDC Flores",International Conference on Ubiquitous Computing and Ambient IntelligenceÎ¾Š—_,,18,2013,aia6ZgYAAAAJ,7.04E+18,Tyk-4Ss8FVUC,1,4,5,4,3,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=30748521442332681&as_sdt=2005&sciodt=0,5&hl=de",Context-aware activity recognition through a combination of ontological and statistical reasoning,"D Riboni, C Bettini",International Conference on Ubiquitous Intelligence and Computing,39-53,82,2009,D0PowGAAAAAJ,3.07E+16,UeHWp8X0CEIC,5,9,7,13,5,9,10,13,8,2,,,,,,,
"https://scholar.google.lu/scholar?cites=14240268071745839272&as_sdt=2005&sciodt=0,5&hl=de",BOnSAI: a smart building ontology for ambient intelligence,"TG Stavropoulos, D Vrakas, D Vlachava, N Bassiliades",Proceedings of the,"2nd International Conference on Web Intelligence, MiningÎ¾Š—_",68,2012,-9NsD6gAAAAJ,1.42E+19,9yKSN-GCB0IC,9,15,15,13,9,5,1,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=9971356561700539376&as_sdt=2005&sciodt=0,5&hl=de",Thinkhome energy efficiency in future smart homes,"C Reinisch, MJ Kofler, F Iglesias, W Kastner",EURASIP Journal on Embedded Systems,"2011, 1",112,2011,vbjrIPcAAAAJ,9.97E+18,Y0pCki6q_DkC,18,18,18,14,12,14,9,9,,,,,,,,,
"https://scholar.google.lu/scholar?cites=14608631467898693778&as_sdt=2005&sciodt=0,5&hl=de",A standard ontology for smart spaces,"B Abdulrazak, B Chikhaoui, C Gouin-Vallerand, B Fraikin",International Journal of Web and Grid Services,"6 (3), 244-268",39,2010,moRsZ2kAAAAJ,1.46E+19,W7OEmFMy1HYC,1,2,3,8,5,5,3,9,2,,,,,,,,
"https://scholar.google.lu/scholar?cites=14229824993495207958&as_sdt=2005&sciodt=0,5&hl=de",An adaptable and flexible framework for assistive living of cognitively impaired people,"H Aloulou, M Mokhtari, T Tiberghien, J Biswas, P Yap",IEEE journal of biomedical and health informatics,"18 (1), 353-360",22,2014,qQ3aTOwAAAAJ,1.42E+19,eQOLeE2rZwMC,4,4,6,3,5,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=11234278807867378698&as_sdt=2005&sciodt=0,5&hl=de",An intelligent context-aware decision-support system oriented towards healthcare support,"B Manate, VI Munteanu, TF Fortis, PT Moore","Complex, Intelligent and Software Intensive Systems (CISIS)",2014 EighthÎ¾Š—_,8,2014,OcbzZUQAAAAJ,1.12E+19,_FxGoFyzp5QC,1,1,2,2,1,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=6137027347224786054&as_sdt=2005&sciodt=0,5&hl=de",CONFlexFlow: Integrating Flexible Clinical Pathways into Clinical Decision Support Systems using Context and Rules,"W Yao, A Kumar",,,59,NA,l1rdsXUAAAAJ,6.14E+18,Se3iqnhoufwC,8,9,13,13,11,3,2,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=13505991352612417594&as_sdt=2005&sciodt=0,5&hl=de",Using Ontology to Support Context Awareness in Healthcare,"W Yao, C Chu, A Kumar, Z Li",Proceedings of the,19th Workshop on Information Technologies and SystemsÎ¾Š—_,8,2009,l1rdsXUAAAAJ,1.35E+19,UeHWp8X0CEIC,1,1,0,0,3,1,2,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=4869230229566786978&as_sdt=2005&sciodt=0,5&hl=de",A Framework and Ontology for Mobile Sensor Platforms in Home Health Management,"M Hennessy, C Oentojo, S Ray",MOBS,2013 Š—– International Workshop on the Engineering of Mobile-EnabledÎ¾Š—_,9,2013,2oNi7DkAAAAJ,4.87E+18,blknAaTinKkC,1,2,3,2,1,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=1977624733536544706&as_sdt=2005&sciodt=0,5&hl=de",Semantic interoperability in sensor applications making sense of sensor data,"P Brandt, T Basten, S Stuiik, V Bui, P de Clercq, LF Pires, M van Sinderen",Computational Intelligence in Healthcare and e-health (CICARE),2013 IEEEÎ¾Š—_,8,2013,uFdeTMkAAAAJ,1.98E+18,IjCSPb-OGe4C,3,2,1,2,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=9035769861444390382&as_sdt=2005&sciodt=0,5&hl=de",An Ontology-based System for Context-aware and Configurable Services to Support Home-based Continuous Care,"F Paganelli Cnit, D Giuli","Information Technology in Biomedicine, IEEE Transactions on",01-Jan,128,2011,4pjeAWcAAAAJ,9.04E+18,4TOpqqG69KYC,7,18,20,22,23,19,18,1,,,,,,,,,
"https://scholar.google.lu/scholar?cites=2717610386680808807&as_sdt=2005&sciodt=0,5&hl=de",Alignement entre des ontologies de domaine et la Snomed: trois études de cas,"L Mazuel, J Charlet",,"20’åme conf’©rence sur l'Ing’©nierie des Connaissances-IC2009, A paraitre",9,2009,grieP_gAAAAJ,2.72E+18,7PzlFSSx8tAC,1,0,1,0,1,1,2,1,2,,,,,,,,
"https://scholar.google.lu/scholar?cites=16235152972923876111&as_sdt=2005&sciodt=0,5&hl=de",An ontology-based model to determine the automation level of an automated vehicle for co-driving,"E Pollard, P Morignot, F Nashashibi",Information Fusion (FUSION),"2013 16th International Conference on, 596-603",38,2013,u2I2pDUAAAAJ,1.62E+19,2osOgNQ5qMEC,3,11,4,10,7,1,1,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=2944913013201044464&as_sdt=2005&sciodt=0,5&hl=de",A model for ontology-based scene description for context-aware driver assistance systems,"S Fuchs, S Rass, B Lamprecht, K Kyamakya",Proceedings of the,"1st international conference on Ambient media and systems, 5",34,2008,loSUysEAAAAJ,2.94E+18,9yKSN-GCB0IC,3,4,6,4,2,4,1,3,3,4,,,,,,,
"https://scholar.google.lu/scholar?cites=6862036766404396686&as_sdt=2005&sciodt=0,5&hl=de",Retrieving substitute services using semantic annotations: A foodshop case study,"F Calore, D Lombardi, E Mussi, P Plebani, B Pernici",International Conference on Business Process Management,508-513,1,2007,FUdUWB4AAAAJ,6.86E+18,j3f4tGmQtD8C,1,,,,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=9658801457298929376&as_sdt=2005&sciodt=0,5&hl=de",Smart city artifacts web portal,"N Bakerally, O Boissier, A Zimmermann",International Semantic Web Conference,172-177,4,2016,5YHZ4VQAAAAJ,9.66E+18,otzGkya1bYkC,2,2,,,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=6332915238489544889&as_sdt=2005&sciodt=0,5&hl=de",Applying semantic web technologies for diagnosing road traffic congestions,"F Lécué, A Schumann, ML Sbodio",International Semantic Web Conference,114-130,44,2012,GLByS4gAAAAJ,6.33E+18,GnPB-g6toBAC,1,6,9,10,11,5,2,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=6771712556041241324&as_sdt=2005&sciodt=0,5&hl=de",Km4City ontology building vs data harvesting and cleaning for smart-city services,"P Bellini, M Benigni, R Billero, P Nesi, N Rauch",Journal of Visual Languages & Computing,"25 (6), 827-839",71,2014,XPBWK5cAAAAJ,"677,171,255,604,124,000,000,000,000,000,000,000,000",HKviVsUxM5wC,17,25,16,10,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=8882332884066583861&as_sdt=2005&sciodt=0,5&hl=de",The Music Ontology.,"Y Raimond, SA Abdallah, MB Sandler, F Giasson",ISMIR,"2007, 8th",348,2007,imPXOtoAAAAJ,8.88E+18,u5HHmVD_uO8C,17,42,41,26,29,36,26,30,34,26,24,4,1,,,,
"https://scholar.google.lu/scholar?cites=14494912476761035343&as_sdt=2005&sciodt=0,5&hl=de",The suggested upper merged ontology: A large ontology for the semantic web and its applications,"A Pease, I Niles, J Li",Working notes of the AAAI-,-2002 workshop on ontologies and the semantic webÎ¾Š—_,382,2002,_HErTC0AAAAJ,1.45E+19,9yKSN-GCB0IC,20,31,38,24,18,25,27,30,28,29,21,21,23,18,18,7,1
"https://scholar.google.lu/scholar?cites=7172896378817099543&as_sdt=2005&sciodt=0,5&hl=de",An Ontology-based Security Framework for Decision-making in Industrial Systems,"BA Mozzaquatro, R Melo, C Agostinho, R Jardim-Goncalves",Proceedings of the,4th International Conference on Model-Driven EngineeringÎ¾Š—_,3,2016,iPiTpMQAAAAJ,7.17E+18,hqOjcs7Dif8C,1,2,,,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=2396599945333140938&as_sdt=2005&sciodt=0,5&hl=de",An ontology-based approach for helping to secure the ETSI machine-to-machine architecture,"A Gyrard, C Bonnet, K Boudaoud",Internet of Things (iThings),"2014 IEEE International Conference on, andÎ¾Š—_",14,2014,sUgbvKoAAAAJ,2.40E+18,RHpTSmoSYBkC,3,7,4,,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=12291384871511218162&as_sdt=2005&sciodt=0,5&hl=de",Extracting cybersecurity related linked data from text,"A Joshi, R Lal, T Finin, A Joshi",Seventh IEEE International Conference on Semantic Computing,8,34,2013,i1bkfLsAAAAJ,1.23E+19,d1gkVwhDpl0C,8,8,7,6,2,3,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=10496425370594450237&as_sdt=2005&sciodt=0,5&hl=de","The design, instantiation, and usage of information security measuring ontology","A Evesti, R Savola, E Ovaska, J Kuusijärvi",MOPAS,"2011, The Second International Conference on Models and Ontology-basedÎ¾Š—_",27,2011,_kOuLAYAAAAJ,1.05E+19,zYLM7Y9cAGgC,4,3,2,4,5,2,2,5,,,,,,,,,
"https://scholar.google.lu/scholar?cites=10442904582113064377&as_sdt=2005&sciodt=0,5&hl=de",Error-tolerant RDF subgraph matching for adaptive presentation of linked data on mobile,L Costabello,European Semantic Web Conference,36-51,3,2014,O1Blx4AAAAAJ,1.04E+19,ufrVoPGSRksC,1,1,0,0,1,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=14379526083109910247&as_sdt=2005&sciodt=0,5&hl=de",An ontology-based system to identify complex network attacks,"L Frye, L Cheng, J Heflin",Communications (ICC),"2012 IEEE International Conference on, 6683-6688",23,2012,7_2bG-YAAAAJ,1.44E+19,mB3voiENLucC,1,2,6,6,4,0,2,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=14449306364696332135&as_sdt=2005&sciodt=0,5&hl=de",Une ontologie pour la description des intrusions dans les RCSFs.,"HN Kenfack, TD Ndié, E Nataf, O Festor",CFIP,2011-Colloque Francophone sur l Ing’©nierie des Protocoles,4,2011,1XgmxnMAAAAJ,1.44E+19,u5HHmVD_uO8C,2,1,0,1,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=17962650866583154567&as_sdt=2005&sciodt=0,5&hl=de",An Ontology of Information Security,"A Herzog, N Shahmehri, C Duma",International Journal of Information Security and Privacy,"1, 1-23",175,2007,0T3zTgMAAAAJ,1.80E+19,9yKSN-GCB0IC,4,12,17,27,26,25,24,17,10,8,2,1,,,,,
"https://scholar.google.lu/scholar?cites=12905437395127009394&as_sdt=2005&sciodt=0,5&hl=de",Security ontology for annotating resources,"A Kim, J Luo, M Kang","OTM Confederated International Conferences"" On the Move to MeaningfulÎ¾Š—_",,196,2005,x7Ko8KoAAAAJ,1.29E+19,u5HHmVD_uO8C,1,6,16,14,15,22,24,27,16,21,21,7,4,1,,,
"https://scholar.google.lu/scholar?cites=2373317270739445077&as_sdt=2005&sciodt=0,5&hl=de",SeCoMan: A Semantic-Aware Policy Framework for Developing Privacy-Preserving and Context-Aware Smart Applications.,"AH Celdrán, FJG Clemente, MG Pérez, GM Pérez",IEEE Systems Journal,"10 (3), 1111-1124",35,2016,IFyGj20AAAAJ,2.37E+18,u5HHmVD_uO8C,4,5,11,10,,,,,,,,,,,,,
"https://scholar.google.com/scholar?cites=6566589578968468847&as_sdt=2005&sciodt=0,5&hl=en",Geonames ontology,"B Vatant, M Wick",,,43,2007,"https://scholar.google.com/scholar?cites=6566589578968468847&as_sdt=2005&sciodt=0,5&hl=en",,linkId,4,5,4,5,4,4,5,4,4,2,0,2,,,,,
,DEVELOPMENT OF EARTHQUAKE ONTOLOGY FOR PREVENTION AND PREDICTION,"D Ramamonjisoa",,,0,2012,"https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=Development+of+earthquake+ontology+for+prevention+and+prediction+%5BRamamonjisoa+et+al.+2012%5D&btnG=",,linkId,,,,,,,,,,,,,,,,,
"https://scholar.google.com/scholar?cites=5990278369887831974&as_sdt=2005&sciodt=0,5&hl=en",FoodWiki: ontology-driven mobile Safe food consumption system,"D Çelik",,,10,2015,"https://scholar.google.com/scholar?cites=5990278369887831974&as_sdt=2005&sciodt=0,5&hl=en",,linkId,4,5,0,1,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=8513984636908163992&as_sdt=2005&sciodt=0,5&hl=de",Emotion ontology for context awareness,"F Berthelon, P Sander",,,12,2013,"https://scholar.google.lu/scholar?cites=8513984636908163992&as_sdt=2005&sciodt=0,5&hl=de",,linkId,5,1,1,2,2,1,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=17488700102454274197&as_sdt=2005&sciodt=0,5&hl=de","Ontology-Based Management of the Telehealth Smart Home, Dedicated to Elderly in Loss of Cognitive Autonomy.","F Latfi, B Lefebvre, C Descheneaux",,,73,2007,"https://scholar.google.lu/scholar?cites=17488700102454274197&as_sdt=2005&sciodt=0,5&hl=de",,linkId,7,5,9,10,8,8,8,6,5,6,0,1,,,,,
"https://scholar.google.com/scholar?cites=13870134162805926807&as_sdt=2005&sciodt=0,5&hl=en",SWARMs ontology: a common information model for the cooperation of underwater robots,"X Li, S Bilbao, T Martín-Wanton, J Bastos, J Rodriguez",,,8,2017,"https://scholar.google.com/scholar?cites=13870134162805926807&as_sdt=2005&sciodt=0,5&hl=en",,linkId,5,3,,,,,,,,,,,,,,,
"https://scholar.google.com/scholar?cites=11470282975233976284&as_sdt=2005&sciodt=0,5&hl=en",An ontology-based actuator discovery and invocation framework in home care systems,"F Wang, KJ Turner",,,28,2009,"https://scholar.google.com/scholar?cites=11470282975233976284&as_sdt=2005&sciodt=0,5&hl=en",,linkId,0,4,3,4,3,2,6,3,3,0,,,,,,,
"",MOFI: Monitoring ontology for federated infrastructures,"Y Al-Hazmi, T Magedanz",,,0,2015,"https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=",,linkId,,,,,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=10312355415569183993&as_sdt=2005&sciodt=0,5&hl=de",A weather ontology for predictive control in smart homes,"P Staroch",,,13,2013,"https://scholar.google.lu/scholar?cites=10312355415569183993&as_sdt=2005&sciodt=0,5&hl=de",,linkId,3,3,2,3,1,0,1,,,,,,,,,,
"https://scholar.google.com/scholar?cites=4662847585317323351&as_sdt=2005&sciodt=0,5&hl=en",Ontology for Meteorological sensors,"L Lefort",,,3,2011,"https://scholar.google.com/scholar?cites=4662847585317323351&as_sdt=2005&sciodt=0,5&hl=en",,linkId,0,0,1,1,1,0,0,0,,,,,,,,,
"https://scholar.google.lu/scholar?cites=1717017940557181356&as_sdt=2005&sciodt=0,5&hl=de",Design and implementation of zigbee-ontology-based exhibit guidance and recommendation system,"HY Chien, SK Chen, CY Lin, JL Yan",,,12,2013,"https://scholar.google.lu/scholar?cites=1717017940557181356&as_sdt=2005&sciodt=0,5&hl=de",,linkId,1,2,2,6,0,0,1,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=16826798489058392490&as_sdt=2005&sciodt=0,5&hl=de",Vehicle Sales Ontology,"M Hepp",,,6,2010,"https://scholar.google.lu/scholar?cites=16826798489058392490&as_sdt=2005&sciodt=0,5&hl=de",,linkId,0,1,0,3,0,2,0,0,0,,,,,,,,
"https://scholar.google.lu/scholar?cites=17648070861597649050&as_sdt=2005&sciodt=0,5&hl=de",Semantic reasoning with contextual ontologies on sensor cloud environment,"K Park, Y Kim, J Chang",,,11,2014,"https://scholar.google.lu/scholar?cites=17648070861597649050&as_sdt=2005&sciodt=0,5&hl=de",,linkId,1,1,2,6,0,0,1,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=16547002461366455645&as_sdt=2005&sciodt=0,5&hl=de","Ontologies for describing Properties and Processes of City Infrastructure Assets: the Ground, Roads and Pipes","H Du, B Clarke, D Entwisle",,,3,2017,"https://scholar.google.lu/scholar?cites=16547002461366455645&as_sdt=2005&sciodt=0,5&hl=de",,linkId,2,1,,,,,,,,,,,,,,,
"https://scholar.google.com/scholar?cites=4771293102308507385&as_sdt=2005&sciodt=0,5&hl=en",Music vocabulary,"M Kanzak",,,7,2007,"https://scholar.google.com/scholar?cites=4771293102308507385&as_sdt=2005&sciodt=0,5&hl=en",,linkId,1,1,1,0,1,1,0,1,0,0,1,,,,,,
"https://scholar.google.lu/scholar?cites=2874178121166488627&as_sdt=2005&sciodt=0,5&hl=de","QUDT-quantities, units, dimensions and data types in OWL and XML","R Hodgson, PJ Keller",,,36,2011,"https://scholar.google.lu/scholar?cites=2874178121166488627&as_sdt=2005&sciodt=0,5&hl=de",,linkId,1,4,6,8,6,9,1,0,,,,,,,,,
"https://scholar.google.lu/scholar?cites=16011733143187269961&as_sdt=2005&sciodt=0,5&hl=de",Ontology for quantity kinds and units: units and quantities definitions,"L Lefort",,,9,2005,"https://scholar.google.lu/scholar?cites=16011733143187269961&as_sdt=2005&sciodt=0,5&hl=de",,linkId,1,3,0,0,0,4,1,0,0,0,0,0,0,0,,,
"https://scholar.google.lu/scholar?cites=17679120897574658673&as_sdt=2005&sciodt=0,5&hl=de",Predicting network attacks using ontology-driven inference,"A Salahi, M Ansarinia",,,15,2013,"https://scholar.google.lu/scholar?cites=17679120897574658673&as_sdt=2005&sciodt=0,5&hl=de",,linkId,2,2,4,4,2,0,1,,,,,,,,,,
,Security Ontology for Mobile Agents Protection,"S Hacini, R Lekhchine",,,0,2012,"https://scholar.google.lu/scholar?hl=de&as_sdt=0%2C5&q=Security+ontology+for+mobile+agents+protection+&btnG=",,linkId,,,,,,,,,,,,,,,,,
"https://scholar.google.lu/scholar?cites=624873834138443333&as_sdt=2005&sciodt=0,5&hl=de",Delivery context ontology,"JM Cantera",,,12,2010,"https://scholar.google.lu/scholar?cites=624873834138443333&as_sdt=2005&sciodt=0,5&hl=de",,linkId,1,0,0,0,2,0,3,1,5,,,,,,,,
