LOV4IoTDumpId,LOV4IoTTableId,ScholarAuthorId,ScholarPaperId,VocabularyIRI,Filename,Domain,Devices,Tags
WangTurner2009,"Wang, Turner","https://scholar.google.com/scholar?cites=11470282975233976284&as_sdt=2005&sciodt=0,5&hl=en",linkId,http://www.cs.stir.ac.uk/schemas/sensor_network.owl,HomeCareSystem/sensor_network.owl,smart home;sensor,door;TV;telephone;pressure sensor;occupancy detector;smoke detector
WangTurner2009,"Wang, Turner","https://scholar.google.com/scholar?cites=11470282975233976284&as_sdt=2005&sciodt=0,5&hl=en",linkId,http://www.cs.stir.ac.uk/schemas/wizpol.owl,HomeCareSystem/wizpol.owl,smart home;policy,
Preuveneers2004,Preuveneers - CoDAMoS,Sw2GzugAAAAJ,eJXPG6dFmWUC,http://a.com/ontology,CoDAMoS.owl,context;sensor;smart home,thermometer;humidity sensor;light sensor;sound sensor;pressure sensor
OrdnanceSpatial2018,Ordnance Survey,No publication,,http://data.ordnancesurvey.co.uk/ontology/spatialrelations,spatialrelations.owl,location,
GangemiDulLocation,Gangemi et al.,,,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl,DUL.owl,location,
OGCGeoSPARQL,OGC GeoSPARQL,EGzGRokAAAAJ,KlAtU1dfN6UC,http://www.opengis.net/ont/geosparql,geosparql_vocab_all.rdf,location,
LIMAP,LIMAP,No publication,,http://vocab.lodum.de/limap,limap.owl,location,
AsthmaOntologyBioportal,Asthma Ontology (AO),No publication,,http://childhealthservicemodels.eu/asthma,asthma_v1.3.owl,asthma;health,
Fiorini2014Corax,"Fiorini, Carbonera,",MDFAXc8AAAAJ,FPJr55Dyh1AC,http://purl.org/ieee1872-owl/corax,corax.owl,robotic,
Fiorini2014Pos,"Carbonera, Fiorini, Prestes, Jorge et al.",MDFAXc8AAAAJ,roLk4NBRz8UC,http://purl.org/ieee1872-owl/pos,cora-pos.owl,robotic;location,
Fiorini2014Rparts,"Lortal, Dhouib, Roux, Farges, Patin et al.",MDFAXc8AAAAJ,FPJr55Dyh1AC,http://purl.org/ieee1872-owl/rparts,cora-rparts.owl,robotic,
Prestes2014,"Prestes, Schlenoff et al.",cMr49BsAAAAJ,TQgYirikUcIC,http://purl.org/ieee1872-owl/cora,cora.owl,robotic,
Alirezaie2017Disaster,Alirezaie et al.,fzOyGyYAAAAJ,_xSYboBqXhAC,http://semrob-ontology.mpi.aass.oru.se/OntoCity.owl,OntoCity.owl,environment;smart city,
BermejoAlonso2010,Bermejo-Alonso et al.,YhdlR68AAAAJ,3fE2CSJIrl8C,http://www.sensormeasurement.appspot.com/ont/transport/traffic,bermejo-traffic.owl,robotic;transportation,
Joo2016,"Sungmin Joo, Hideaki Takeda et al.",6f84btIAAAAJ,d1gkVwhDpl0C,http://cavoc.org/aao/ns/2,AgricultureActivityOntology.ttl,agriculture;activity,
Vital,Vital FP7 Project:,yfVk114AAAAJ,0EnyYjriUFMC,http://vital-iot.eu/ontology/ns,vital.owl,smart city;internet of things,
HensonSemSOS2013,"Knoesis Sheth, Henson, Patni et al. - SemSOS",2T3H4ekAAAAJ,GFxP56DSvIMC,http://knoesis.wright.edu/ssw/ont/sensor-observation.owl,SemSOS/sensor-observation.owl,sensor;measurement,thermometer;humidity sensor;visibility sensor;precipitation sensor;athmosperic pressure sensor;wind speed sensor
HensonSemSOS2013,"Knoesis Sheth, Henson, Patni et al. - SemSOS",2T3H4ekAAAAJ,GFxP56DSvIMC,http://knoesis.wright.edu/ssw/ont/weather.owl,SemSOS/weather.owl,weather,
BarnaghiSensei2009Wang2012Surrey,IoT.est EU Project,YPHIHq0AAAAJ,9yKSN-GCB0IC,http://personal.ee.surrey.ac.uk/Personal/Wei.Wang/ontologies/IoT.est.owl,IoT-est.owl,sensor;internet of things,
Saref2016,SAREF,nY_OtxwAAAAJ,Zph67rFs4hoC,https://w3id.org/saref,saref.ttl,"smart home,internet of things",
HaystackCharpenay2015,Charpenay et al.,WnWkNTsAAAAJ,QD3KBmkZPeQC,http://www.w3c.org/wot/td,w3c-wot-td-ontology.owl,internet of things;web of things;smart home,
Charpenay2016,Charpenay et al.,WnWkNTsAAAAJ,QD3KBmkZPeQC,http://w3c.github.io/wot/w3c-wot-td-ire.owl,w3c-wot-td-ire.owl,web of things;smart home,
Charpenay2016,Charpenay et al.,5flqRd8AAAAJ,hFOr9nPyWt4C,http://vcharpenay.github.io/hto/hto.xml,hto.owl,"web of things;smart home,sensor",
W3CSSN,W3C SSN V1,Lq5D3Q0AAAAJ,2osOgNQ5qMEC,http://purl.oclc.org/NET/ssnx/ssn,ssn.owl,internet of things;sensor,
W3CSSNV2,SSN V2,6B2Z9vAAAAAJ,gVv57TyPmFsC,http://www.w3.org/ns/ssn,ssn-v2.ttl,internet of things;sensor,
W3CSSNV2SOSA,W3C SSN V2 - SOSA,6B2Z9vAAAAAJ,gVv57TyPmFsC,http://www.w3.org/ns/sosa,sosa.ttl,internet of things;sensor;actuator,
WotOntology,Vicinity H2020 EU,stOA74sAAAAJ,l7t_Zn2s7bgC,http://iot.linkeddata.es/def/wot,WoTontology.ttl,internet of things;web of things,
Vicinity2017,Vicinity H2020 EU,stOA74sAAAAJ,l7t_Zn2s7bgC,http://iot.linkeddata.es/def/core,Vicinity-core.ttl,internet of things;web of things,
Fed4FireMofi2015Data,"Al-Hazmi et al., Fed4FIRE",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=,linkId,http://open-multinet.info/ontology/omn-monitoring-data,Fed4FIRE/omn-monitoring-data.ttl,measurement,
Fed4FireMofi2015Generic,"Al-Hazmi et al., Fed4FIRE",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=,linkId,http://open-multinet.info/ontology/omn-monitoring-genericconcepts,Fed4FIRE/omn-monitoring-genericconcepts.ttl,measurement;location,
Fed4FireMofi2015Metric,"Al-Hazmi et al., Fed4FIRE",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=,linkId,http://open-multinet.info/ontology/omn-monitoring-metric,Fed4FIRE/omn-monitoring-metric.ttl,measurement,
Fed4FireMofi2015Tool,"Al-Hazmi et al., Fed4FIRE",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=,linkId,http://open-multinet.info/ontology/omn-monitoring-tool,Fed4FIRE/omn-monitoring-tool.ttl,measurement;location;time,
Fed4FireMofi2015Unit,"Al-Hazmi et al., Fed4FIRE",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=,linkId,http://open-multinet.info/ontology/omn-monitoring-unit,Fed4FIRE/omn-monitoring-unit.ttl,unit,
Fed4FireMofi2015,"Al-Hazmi et al., Fed4FIRE",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&q=MOFI+ontologies&btnG=,linkId,http://open-multinet.info/ontology/omn-monitoring,Fed4FIRE/omn-monitoring.ttl,measurement,
Seydoux2015,Seydoux et al.,vO14BoYAAAAJ,2osOgNQ5qMEC,https://www.irit.fr/recherches/MELODI/ontologies/IoT-O,IoT-O.owl,internet of things;smart home,
Seydoux2015SAN,,fEZU6NwAAAAJ,1sJd4Hv_s6UC,http://www.irit.fr/recherches/MELODI/ontologies/SAN,SAN.owl,sensor;actuator,
Kotis2012,"IoT, Kotis, Katasonov",x4T5OfIAAAAJ,ns9cj8rnVeAC,http://purl.org/IoT/iot,IoT-ontology_v2.1_0.owl,internet of things;web of things,
Hirmer2016,Hirmer et al. SitOPT project,RtpjiGkAAAAJ,W7OEmFMy1HYC,http://ipvs.uni-stuttgart.de/SitOPT/seint,sensor_ontology.owl,sensor,
SWOTCPS,Wu et al. SWoT4CPS Framework,vpHFsV8AAAAJ,u5HHmVD_uO8C,https://raw.githubusercontent.com/minelabwot/SWoT/master/swot-o.owl,swot-o.owl,web of things;context,
Poveda2015Energy,Poveda Villalon et al.,Ye1p4W4AAAAJ,ufrVoPGSRksC,http://smartcity.linkeddata.es/lcc/ontology/EnergyConsumption,lcc-energyconsumption.owl,energy,
Kolchin2014,Kolchin et al.,42uM92QAAAAJ,4DMP91E08xMC,http://vocab.ox.ac.uk/meter,smart-meter.rdf,energy,
RutaMafalda,"Ruta, Scioscia et al., SWoT Framework",xxBeKlIAAAAJ,OcBU2YAGkTUC,http://sisinflab.poliba.it/owl/mafalda-ap,mafalda-ap.xml,web of things,
RutaMafalda,"Ruta, Scioscia et al., SWoT Framework",xxBeKlIAAAAJ,OcBU2YAGkTUC,http://sisinflab.poliba.it/owl/mafalda-nr,mafalda-nr.owl,web of things,
CityPulse,"CityPulse, Kolozali, Bermudez, Ganz, Barnaghi, Elsaleh, Presser et al.",1xzZr9wAAAAJ,KxtntwgDAa4C,http://purl.oclc.org/NET/UNIS/sao/sao,saov06.ttl,internet of things;smart city;transportation,speed sensor;vehicle count sensor
CityPulseQuality,"CityPulse, Kolozali, Bermudez, Ganz, Barnaghi, Elsaleh, Presser et al.",1xzZr9wAAAAJ,KxtntwgDAa4C,http://purl.oclc.org/NET/UASO/qoi,QualityOntology.rdf,internet of things;smart city,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://w3id.org/semiot/ontologies/semiot,SemIoT/semiot.ttl,,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://purl.org/NET/ssnext/communication,SemIoT/ssncom.owl,sensor,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://w3id.org/semiot/ontologies/proto,SemIoT/proto.owl,prototype,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://purl.org/NET/ssnext/machinetools,SemIoT/machinetools.owl,product,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://www.w3id.org/semiot/ontologies/hydra/pubsub,SemIoT/hydra-pubsub.ttl,service,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://w3id.org/semiot/ontologies/hydra/filter,SemIoT/hydra-filter.ttl,,
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://purl.org/NET/ssnext/heatmeters,SemIoT/heatmeters.owl,sensor,heat meter
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://purl.org/NET/ssnext/electricmeters,SemIoT/electricmeters.owl,energy,electric meter
Kolchin2015,Kolchin et al.,42uM92QAAAAJ,_Qo2XoVZTnwC,http://purl.org/NET/ssnext/climate-feature,SemIoT/climate-feature.owl,weather,
Spitfire,"Spitfire - Pfisterer, Leggieri, Mietz,",oNQBZXcAAAAJ,j3f4tGmQtD8C,http://spitfire-project.eu/ontology/ns,spitfire.ttl,web of things;sensor,
Ciortea2016,Ciortea et al. Social Web of Things,5YHZ4VQAAAAJ,cK4Rrx0J3m0C,https://w3id.org/stn/core,STN/stn-core-1.0.ttl,web of things;user,
Ciortea2016,Ciortea et al. Social Web of Things,5YHZ4VQAAAAJ,cK4Rrx0J3m0C,https://w3id.org/stn/core/operations,STN/stn-operations-1.0.ttl,web of things;activity,
Ciortea2016,Ciortea et al. Social Web of Things,5YHZ4VQAAAAJ,cK4Rrx0J3m0C,https://w3id.org/stn/core/operations/http,STN/stn-operations-http-1.0.ttl,web of things;service,
M3Lite,M3-lite,EAmKaEoAAAAJ,_FxGoFyzp5QC,http://purl.org/iot/vocab/m3-lite,m3-lite.owl,internet of things;sensor,
